connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,permissions_spot,last_price,quote_volume_24h,volume_base_24h,bid_price,bid_quantity,ask_price,ask_quantity,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,maker_fee_estimate,taker_fee_estimate,rule_estimate_source,raw_trade_side_type,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score
mexc,BTCUSDT,BTC-USDT,BTC,USDT,True,1,True,71244.86,828487951.22,11644.18828676,71254.79,0.05051039,71254.8,0.70766292,0.0014034143259149404,3599.1072322681,0.01,1e-06,1e-06,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,1.0,0.9995852343425964,0.9950228121111572,99.89008710078807
mexc,USDCUSDT,USDC-USDT,USDC,USDT,True,1,True,1.0001,23910060.8605,23906747.76,1.0001,3472154.18,1.0002,3334100.23,0.9998500224965152,3334767.0500459997,0.0001,1.0,1.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9962702030667219,0.9917046868519287,1.0,99.58747833996793
mexc,GOLD(XAUT)USDT,GOLD(XAUT)-USDT,GOLD(XAUT),USDT,True,1,True,4491.0,53995973.9,11892.64759,4490.9,0.86842,4491.0,0.33618,0.22267003640736102,1509.7843799999998,0.1,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9983423124740987,0.997096640398175,0.9871422646204894,99.5790884884396
mexc,GOLD(PAXG)USDT,GOLD(PAXG)-USDT,GOLD(PAXG),USDT,True,1,True,4497.57,15584432.77,3420.55381,4496.84,1.22704,4496.85,0.6908,0.022237813400769378,3106.42398,0.01,1e-06,1e-06,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9946125155408205,0.9987557030277893,0.9933637494815429,99.53985592007072
mexc,BNBUSDT,BNB-USDT,BNB,USDT,True,1,True,646.88,23118792.83,35784.6064,646.89,55.7517,646.9,1.8504,0.15458459255351958,1197.02376,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9958557811852465,0.9979261717129821,0.981750311074243,99.35522847949798
mexc,USD1USDT,USD1-USDT,USD1,USDT,True,1,True,0.9996,9562434.8068,9565446.46,0.9996,821755.3,0.9997,337756.63,1.0003501225427798,337655.30301100004,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9921259842519685,0.9883865615927001,0.9995852343425964,99.26829786052771
mexc,DOGEUSDT,DOGE-USDT,DOGE,USDT,True,1,True,0.09599,31520326.83795,326739211.74,0.096,198188.6,0.09601,14350.4,1.041612416019595,1377.781904,1e-05,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9970990468296727,0.9854832019908751,0.9842389050186644,99.16230572577717
mexc,SUIUSDT,SUI-USDT,SUI,USDT,True,1,True,0.9668,12720538.8467,13223202.74,0.9671,2539.36,0.9672,2264.59,1.0339657757327094,2190.311448,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9937836717778699,0.9858979676482788,0.990460389879718,99.11475893658418
mexc,LINKUSDT,LINK-USDT,LINK,USDT,True,1,True,9.363,15901918.181,1700501.09,9.365,318.32,9.367,318.32,2.135383301303297,2981.0668,0.001,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9950269374222959,0.9726254666113646,0.9925342181667358,98.89280258684511
mexc,USDEUSDT,USDE-USDT,USDE,USDT,True,1,True,0.9998,4147685.0451,4149114.94,0.9997,603252.0,0.9998,285876.85,1.0002500625155186,285819.67462999996,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9834231247409864,0.9890087100788054,0.9987557030277893,98.78860367328018
